timestamp,indoor_humidity_pct,indoor_light_lux,indoor_temp_c,outdoor_temp_c,outdoor_precip_mm_30min,co2_ppm,motion_detected,power_consumption_kw,window_open_state,hvac_state,occupancy_proxy,cloudiness,outdoor_light_proxy_lux
2024-01-01 00:00:00,42.0,106.49971915699365,21.0,-1.403168678152563,0.2074495392534219,500.0,0,46.071003491959615,0,heating,0.009142069782691527,0.8613916399159103,0.0
2024-01-01 00:30:00,45.22347392144307,113.9627417173493,20.266616469284344,0.4003627606338472,0.234895753722875,488.3480548605041,0,46.27129716617644,0,heating,0.0,0.643049802168991,0.0
2024-01-01 01:00:00,47.91723915921022,113.19672740376316,19.76517387475979,-0.9240789061249997,0.21872821524588754,455.51309437092823,0,49.347632497495695,0,heating,0.0225169078780574,1.0,0.0
2024-01-01 01:30:00,49.610051180827256,74.46985612246559,19.414330729986023,1.2071916177763793,0.1576947370868213,460.0097124096538,0,45.410153136667724,0,heating,0.028225235242110278,0.9421635801706258,0.0
2024-01-01 02:00:00,51.84688979706817,124.31299932827571,18.99258943431328,-0.8672729725954409,0.3353020882576312,450.71477776420824,1,50.440202860130576,0,heating,0.0,0.7723962949574801,0.0
2024-01-01 02:30:00,54.08791782169999,95.53199496865419,18.691526463790158,-0.11478338185865689,0.1316020227178596,461.07396149036185,0,46.359097469919824,0,heating,0.0,0.8089213489672454,0.0
2024-01-01 03:00:00,56.959734635304734,78.07603372632971,18.1865192236687,-1.9818806428538225,0.3562626921587222,461.64507114762995,0,47.50197291552711,0,heating,0.003958606671000135,0.9457907259160739,0.0
2024-01-01 03:30:00,59.16777490731575,62.6863336556184,17.91480753600642,-2.605022685150745,0.2817949262416687,467.40692662940234,0,47.71737930471431,0,heating,0.0,0.9624253842066536,0.0
2024-01-01 04:00:00,61.53823677288714,63.511028286294064,17.72002980033244,-1.4535739650931763,5.265644372545804,449.21129419524124,0,49.27330053123112,0,heating,0.000241994108568538,0.7849999306358524,0.0
2024-01-01 04:30:00,63.30467450825206,104.532528041739,17.62893788621897,-2.2177546842659606,5.482941678483655,450.1072822400878,0,48.27781807585114,0,heating,0.0,0.7843124252676532,0.0
2024-01-01 05:00:00,65.91164230821101,108.90683340009672,17.54101733128688,-2.516216434314087,5.130979289051303,438.7786606929436,0,49.24848793349125,0,heating,0.03087821240266187,0.7782978356103333,0.0
2024-01-01 05:30:00,66.73762131237433,84.06548820376,17.65904218215141,-3.3416845441959784,6.134212364408214,413.8344296916527,0,46.383390198324186,0,heating,0.03432070067081586,0.9380263461801837,0.0
2024-01-01 06:00:00,68.77418688600723,109.26666779388714,17.463722215382617,-2.576917388834043,6.152229159396799,406.8070167885647,0,48.32238422734834,0,heating,0.028577914381697093,0.8174579739101347,0.0
